AIRPORT,TR_AIRPORT_NAME,TR_CITY_NAME,TR_STATE_NAME,TR_COUNTRY_NAME,TR_WAC,BEGIN_DATE_SOURCE,END_DATE,AIRPORT_REGION,LAT_DEGREES,LAT_MINUTES,LAT_SECONDS,LAT_HEMISPHERE,LATITUDE,LON_DEGREES,LON_MINUTES,LON_SECONDS,LON_HEMISPHERE,LONGITUDE,AIRPORT_ID
YWG,"Winnipeg, Canada: James Armstrong Richardson  International","Winnipeg, Canada",,Canada,926,1/1/50,,Manitoba,49,54,0,N,49.9,97,14,0,W,-97.23333333,979100
YWB,"Kangiqsujuaq, Canada: Kangiqsujuaq Airport","Kangiqsujuaq, Canada",,Canada,941,6/1/02,,,61,35,19,N,61.58861111,71,55,46,W,-71.92944444,425560
YVT,"Buffalo Narrows, Canada: Buffalo Narrows Airport","Buffalo Narrows, Canada",,Canada,921,1/1/50,,Saskatchewan,55,51,0,N,55.85,108,29,0,W,-108.4833333,137350
YVR,"Vancouver, Canada: Vancouver  International","Vancouver, Canada",,Canada,906,1/1/50,,British Columbia,49,11,14,N,49.18722222,123,11,7,W,-123.1852778,941700
YVQ,"Norman Wells, Canada: Norman Wells Airport","Norman Wells, Canada",,Canada,931,1/1/50,,Northwest Territories,65,17,0,N,65.28333333,126,48,0,W,-126.8,645800
YVP,"Fort Chimo, Canada: Fort Chimo Airport","Fort Chimo, Canada",,Canada,941,1/1/50,,Quebec,58,6,7,N,58.10194444,68,24,24,W,-68.40666666,291550
YVO,"Val D'or, Canada: Val D Or","Val D'or, Canada",,Canada,941,1/1/50,,Quebec,48,3,10,N,48.05277777,77,46,58,W,-77.78277777,938800
YVN,"Cape Dyer, Canada: Cape Dyer Airport","Cape Dyer, Canada",,Canada,934,4/1/99,9/1/99,Nunavut Territory,66,35,31,N,66.59194444,61,34,24,W,-61.57333333,159801
YVC,"Lac La Ronge, Canada: La Ronge","Lac La Ronge, Canada",,Canada,921,1/1/50,,Saskatchewan,55,8,54,N,55.14833333,105,15,45,W,-105.2625,475200
YVB,"Bonaventure, Canada: Bonaventure Airport","Bonaventure, Canada",,Canada,941,3/1/83,,Quebec,48,4,24,N,48.07333333,65,27,42,W,-65.46166666,119100
YVA,"Moroni, Comoro Islands: Moroni/Iconi","Moroni, Comoro Islands",,Comoro Islands,513,1/1/50,1/31/03,Comoro Isl.,11,31,55,S,-11.53194444,43,15,40,E,43.26111111,598500
YVA,"Moroni, Comoro Islands: Iconi","Moroni, Comoro Islands",,Comoro Islands,513,3/1/80,,,11,42,27,S,-11.7075,43,14,3,E,43.23416666,378600
YUY,"Rouyn Noranda, Canada: Rouyn","Rouyn Noranda, Canada",,Canada,941,1/1/50,,Quebec,48,12,20,N,48.20555555,78,49,50,W,-78.83055555,773700
YUX,"Hall Beach, Canada: Hall Beach Airport","Hall Beach, Canada",,Canada,931,1/1/50,3/1/99,Northwest Territories,68,46,27,N,68.77416666,81,14,27,W,-81.24083333,349400
YUX,"Hall Beach, Canada: Hall Beach Airport","Hall Beach, Canada",,Canada,934,4/1/99,,Nunavut Territory,68,46,27,N,68.77416666,81,14,27,W,-81.24083333,349401
YUT,"Repulse Bay, Canada: Repulse Bay Airport","Repulse Bay, Canada",,Canada,934,6/1/99,,Nunavut Territory,66,31,17,N,66.52138888,86,13,29,W,-86.22472222,755200
YUM,"Yuma, AZ: Yuma Mcas/Yuma International","Yuma, AZ",Arizona,United States of America,81,1/1/50,,Arizona,32,39,15,N,32.65416666,114,36,25,W,-114.6069444,994600
YUL,"Montreal, Canada: Pierre Elliott Trudeau International","Montreal, Canada",,Canada,941,1/1/50,,Quebec,45,28,5,N,45.46805555,73,44,29,W,-73.74138888,594600
YUB,"Tuktoyaktuk, Canada: Tuktoyaktuk Airport","Tuktoyaktuk, Canada",,Canada,931,1/1/50,,Northwest Territories,69,26,11,N,69.43638888,133,1,30,W,-133.025,920100
YTZ,"Toronto, Canada: Toronto Island","Toronto, Canada",,Canada,936,9/1/78,,Ontario,43,37,37,N,43.62694444,79,23,46,W,-79.39611111,909002
YTS,"Timmins, Canada: Timmins Airport","Timmins, Canada",,Canada,936,1/1/50,,Ontario,48,34,0,N,48.56666666,81,22,0,W,-81.36666666,901600
YTR,"Trenton, Canada: Trenton Airport","Trenton, Canada",,Canada,936,1/1/50,,Ontario,44,7,8,N,44.11888888,77,31,41,W,-77.52805555,912800
YTQ,"Tasiujuaq, Canada: Tasiujaq","Tasiujuaq, Canada",,Canada,941,6/1/99,,Quebec,58,40,4,N,58.66777777,69,57,21,W,-69.95583333,885600
YTP,"Tofino, Canada: Tofino Sea Plane Base","Tofino, Canada",,Canada,906,9/1/89,,British Columbia,49,9,0,N,49.15,125,24,0,W,-125.4,904701
YTO,"Metropolitan Area, Canada: (Metropolitan Area)","Metropolitan Area, Canada",,Canada,936,12/1/91,,Ontario,43,44,39,N,43.74416666,79,22,59,W,-79.38305555,909004
YTN,"Riviere-Au-Tonnerre, Canada: Riviere Au Tonnerre","Riviere-Au-Tonnerre, Canada",,Canada,941,1/1/50,,Quebec,50,17,0,N,50.28333333,64,45,0,W,-64.75,763500
YTM,"Mont Tremblant, Canada: Riviere Rouge Mont Tremblant International","Mont Tremblant, Canada",,Canada,941,12/1/07,,Quebec,46,24,45,N,46.4125,74,46,46,W,-74.77944444,595421
YTL,"Big Trout Lake, Canada: Big Trout Lake Airport","Big Trout Lake, Canada",,Canada,936,6/1/99,,Ontario,53,49,2,N,53.81722222,89,53,45,W,-89.89583333,107500
YTJ,"Terrace Bay, Canada: Terrace Bay Airport","Terrace Bay, Canada",,Canada,936,12/1/79,,Ontario,48,48,48,N,48.81333333,87,5,58,W,-87.09944444,894610
YTH,"Thompson, Canada: Thompson Ca.","Thompson, Canada",,Canada,926,1/1/50,,Manitoba,55,48,30,N,55.80833333,97,51,0,W,-97.85,897800
YTG,"Sullivan, Canada: Sullivan Bay","Sullivan, Canada",,Canada,906,12/1/89,,British Columbia,55,53,0,N,55.88333333,126,50,23,W,-126.8397222,863541
YTF,"Alma, Canada: Chesterfield Inlet","Alma, Canada",,Canada,941,6/1/99,,Quebec,48,30,32,N,48.50888888,71,38,31,W,-71.64194444,22500
YTE,"Cape Dorset, Canada: Cape Dorset Airport","Cape Dorset, Canada",,Canada,934,6/1/99,,Nunavut Territory,64,13,48,N,64.22999999,76,31,36,W,-76.52666666,159750
YTA,"Pembroke, Canada: Pembroke Airport","Pembroke, Canada",,Canada,936,1/1/50,,Ontario,45,51,42,N,45.86166666,77,14,58,W,-77.24944444,693000
YSZ,"St. Anne Des Monts, Canada: Ste Anne Des Monts","St. Anne Des Monts, Canada",,Canada,941,1/1/50,12/1/85,Quebec,49,7,0,N,49.11666666,66,32,0,W,-66.53333333,780550
YSZ,"Squirrel Cove, Canada: Squirrel Cove Airport","Squirrel Cove, Canada",,Canada,906,12/1/89,,British Columbia,50,3,0,N,50.05,124,55,0,W,-124.9166667,854001
YSV,"Saglek, Canada: Saglek","Saglek, Canada",,Canada,961,9/1/76,,Newfoundland and Labrador,58,28,20,N,58.47222222,62,40,0,W,-62.66666666,779800
YSU,"Summerside, Canada: Summerside Airport","Summerside, Canada",,Canada,956,1/1/50,,Prince Edward Island,46,26,0,N,46.43333333,63,50,0,W,-63.83333333,863900
YST,"Ste.Therese Point, Canada: St Theresa Point","Ste.Therese Point, Canada",,Canada,926,6/1/89,,Manitoba,53,50,45,N,53.84583333,94,50,59,W,-94.84972222,786800
YSR,"Nanisivik, Canada: Nanisivik Airport","Nanisivik, Canada",,Canada,931,6/1/82,3/1/99,Northwest Territories,72,58,56,N,72.98222222,84,36,49,W,-84.61361111,623200
YSR,"Nanisivik, Canada: Nanisivik Airport","Nanisivik, Canada",,Canada,934,4/1/99,,Nunavut Territory,72,58,56,N,72.98222222,84,36,49,W,-84.61361111,623201
YSP,"Marathon, Canada: Marathon Airport","Marathon, Canada",,Canada,936,9/1/85,,Ontario,48,45,19,N,48.75527777,86,20,40,W,-86.34444444,548100
YSN,"Salmon Arm, Canada: Salmon Arm Airport","Salmon Arm, Canada",,Canada,906,3/1/95,,British Columbia,50,40,58,N,50.68277777,119,13,57,W,-119.2325,780850
YSM,"Fort Smith, Canada: Fort Smith Airport","Fort Smith, Canada",,Canada,931,1/1/50,,Northwest Territories,60,1,0,N,60.01666666,111,58,0,W,-111.9666667,297300
YSL,"St. Leonard, Canada: St Leonard Cyr","St. Leonard, Canada",,Canada,946,12/1/97,,New Brunswick,47,10,48,N,47.17999999,67,53,34,W,-67.89277777,784300
YSJ,"St. John, Canada: St John","St. John, Canada",,Canada,946,1/1/50,,New Brunswick,45,19,0,N,45.31666666,65,53,0,W,-65.88333333,782800
YSF,"Stony Rapids, Canada: Stony Rapids Airport","Stony Rapids, Canada",,Canada,921,1/1/50,,Saskatchewan,59,15,0,N,59.25,105,50,0,W,-105.8333333,860500
YSC,"Sherbrooke, Canada: Sherbrooke Airport","Sherbrooke, Canada",,Canada,941,3/1/78,,Quebec,45,26,17,N,45.43805555,71,41,26,W,-71.69055555,834500
YSB,"Sudbury, Canada: Sudbury Airport","Sudbury, Canada",,Canada,936,1/1/50,,Ontario,46,37,37,N,46.62694444,80,47,53,W,-80.79805555,862800
YRT,"Rankin Inlet, Canada: Rankin Inlet Airport","Rankin Inlet, Canada",,Canada,931,1/1/50,3/1/99,Northwest Territories,62,48,41,N,62.81138888,92,6,57,W,-92.11583333,749500
YRT,"Rankin Inlet, Canada: Rankin Inlet Airport","Rankin Inlet, Canada",,Canada,934,4/1/99,,Nunavut Territory,62,48,41,N,62.81138888,92,6,57,W,-92.11583333,749501
YRQ,"Trois Rivieres, Canada: Trois Rivieres Airport","Trois Rivieres, Canada",,Canada,941,1/1/50,,Quebec,46,21,5,N,46.35138888,72,40,40,W,-72.67777777,916400
YRL,"Red Lake, Canada: Red Lake Airport","Red Lake, Canada",,Canada,936,1/1/50,,Ontario,51,3,50,N,51.06388888,93,48,0,W,-93.8,752900
YRJ,"Roberval, Canada: Roberval Airport","Roberval, Canada",,Canada,941,1/1/50,1/31/03,Quebec,48,31,0,N,48.51666666,72,16,0,W,-72.26666666,764700
YRJ,"Roberval, Canada: Roberval Airport","Roberval, Canada",,Canada,941,12/1/79,,Quebec,48,31,15,N,48.52083333,72,16,0,W,-72.26666666,764800
YRD,"Rainbow Lake, Canada: Rainbow Lake Airport","Rainbow Lake, Canada",,Canada,916,1/1/50,3/1/75,Alberta,58,29,20,N,58.48888888,119,24,10,W,-119.4027778,747400
YRC,"Chicoutimi, Canada: St Honore","Chicoutimi, Canada",,Canada,941,7/1/08,,Quebec,48,31,15,N,48.52083333,71,3,2,W,-71.05055555,158750
YRB,"Resolute, Canada: Resolute Airport","Resolute, Canada",,Canada,931,1/1/50,3/1/99,Northwest Territories,74,43,1,N,74.71694444,94,58,10,W,-94.96944444,755400
YRB,"Resolute Bay, Canada: Resolute Bay Airport","Resolute Bay, Canada",,Canada,934,4/1/99,,Nunavut Territory,74,43,1,N,74.71694444,94,58,10,W,-94.96944444,755401
YQZ,"Quesnel, Canada: Quesnel Airport","Quesnel, Canada",,Canada,906,1/1/50,,British Columbia,53,1,36,N,53.02666666,122,30,35,W,-122.5097222,744100
YQY,"Sydney, Canada: Sydney Airport","Sydney, Canada",,Canada,951,1/1/50,,Nova Scotia,46,10,0,N,46.16666666,60,3,0,W,-60.05,867700
YQX,"Gander, Canada: Gander International","Gander, Canada",,Canada,961,1/1/50,,Newfoundland and Labrador,48,56,48,N,48.94666666,54,33,48,W,-54.56333333,309400
YQW,"North Battleford, Canada: North Battleford Airport","North Battleford, Canada",,Canada,921,1/1/50,,Sask.,52,46,0,N,52.76666666,108,14,20,W,-108.2388889,646400
YQV,"Yorkton, Canada: Yorkton Airport","Yorkton, Canada",,Canada,921,1/1/50,1/31/03,Saskatchewan,51,16,0,N,51.26666666,102,28,0,W,-102.4666667,992900
YQV,"Yorkton, Canada: Yorkton Airport","Yorkton, Canada",,Canada,921,3/1/82,,Saskatchewan,51,16,0,N,51.26666666,102,28,0,W,-102.4666667,992910
YQU,"Grande Prairie, Canada: Grande Prairie Airport","Grande Prairie, Canada",,Canada,916,1/1/50,,Alberta,55,10,47,N,55.17972222,118,53,1,W,-118.8836111,331700
YQT,"Thunder Bay, Canada: Thunder Bay Airport","Thunder Bay, Canada",,Canada,936,1/1/50,,Ontario,48,22,19,N,48.37194444,89,19,26,W,-89.32388888,898100
YQR,"Regina, Canada: Regina Airport","Regina, Canada",,Canada,921,1/1/50,,Saskatchewan,50,25,44,N,50.42888888,103,39,22,W,-103.6561111,753500
YQQ,"Comox, Canada: Comox Airport","Comox, Canada",,Canada,906,1/1/50,,British Columbia,49,43,0,N,49.71666666,124,53,36,W,-124.8933333,206300
YQM,"Moncton, Canada: Greater Moncton International","Moncton, Canada",,Canada,946,1/1/50,,New Brunswick,46,6,43,N,46.11194444,64,40,45,W,-64.67916666,589100
YQL,"Lethbridge, Canada: Lethbridge Airport","Lethbridge, Canada",,Canada,916,1/1/50,,Alberta,49,37,55,N,49.63194444,112,47,30,W,-112.7916667,496400
YQK,"Kenora, Canada: Kenora Airport","Kenora, Canada",,Canada,936,1/1/50,,Ontario,49,47,15,N,49.78749999,94,21,30,W,-94.35833333,438700
YQI,"Yarmouth, Canada: Yarmouth Airport","Yarmouth, Canada",,Canada,951,1/1/50,,Nova Scotia,43,50,0,N,43.83333333,66,5,0,W,-66.08333333,989500
YQH,"Watson Lake, Canada: Watson Lake Airport","Watson Lake, Canada",,Canada,911,1/1/50,,Yukon Territory,60,7,25,N,60.12361111,128,49,30,W,-128.825,967200
YQG,"Windsor, Canada: Can   New Municipal","Windsor, Canada",,Canada,936,1/1/50,,Ontario,42,16,27,N,42.27416666,82,57,50,W,-82.96388888,978700
YQF,"Red Deer, Canada: Red Deer Industrial","Red Deer, Canada",,Canada,916,1/1/50,,Alberta,52,10,37,N,52.17694444,113,53,36,W,-113.8933333,752200
YQD,"The Pas, Canada: The Pas Airport","The Pas, Canada",,Canada,926,1/1/50,,Manitoba,53,58,0,N,53.96666666,101,6,0,W,-101.1,897000
YQB,"Quebec, Canada: Quebec Airport","Quebec, Canada",,Canada,941,1/1/50,,Quebec,46,47,21,N,46.78916666,71,23,53,W,-71.39805555,743200
YQA,"Muskoka, Canada: Muskoka Airport","Muskoka, Canada",,Canada,936,3/1/76,,Ontario,44,58,29,N,44.97472222,79,18,12,W,-79.30333333,616000
YPY,"Fort Chipewyan, Canada: Fort Chipewyan Airport","Fort Chipewyan, Canada",,Canada,916,1/1/50,,Alberta,58,45,45,N,58.7625,111,7,15,W,-111.1208333,291650
YPX,"Povungnituk, Canada: Povungnituk I.Strip","Povungnituk, Canada",,Canada,941,9/1/77,,Quebec,60,2,0,N,60.03333333,77,16,0,W,-77.26666666,724200
YPW,"Powell River, Canada: Powell River Airport","Powell River, Canada",,Canada,906,1/1/50,,British Columbia,49,49,0,N,49.81666666,124,30,0,W,-124.5,724400
YPR,"Prince Rupert, Canada: Prince Rupert Airport","Prince Rupert, Canada",,Canada,906,1/1/50,9/1/97,British Columbia,54,17,14,N,54.28722222,130,26,27,W,-130.4408333,728800
YPR,"Digby Island, Canada: Prince Rupert","Digby Island, Canada",,Canada,906,12/1/97,,British Columbia,54,17,10,N,54.28611111,130,26,41,W,-130.4447222,728821
YPR,"Digby Island, Canada: Digby Island","Digby Island Airport, Canada",,Canada,906,9/1/74,9/1/98,British Columbia,54,17,14,N,54.28722222,130,26,27,W,-130.4408333,728815
YPQ,"Peterborough, Canada: Peterborough Airport","Peterborough, Canada",,Canada,936,1/1/50,,Ontario,44,13,50,N,44.23055555,78,21,25,W,-78.35694444,697700
YPO,"Peawanuck, Canada: Peawanuck Airport","Peawanuck, Canada",,Canada,936,6/1/99,,Ontario,54,59,0,N,54.98333333,85,26,0,W,-85.43333333,690700
YPN,"Port Menier, Canada: Port Menier Airport","Port Menier, Canada",,Canada,941,9/1/78,,Quebec,49,50,0,N,49.83333333,64,17,0,W,-64.28333333,718300
YPL,"Pickle Lake, Canada: Pickle Lake","Pickle Lake, Canada",,Canada,936,6/1/77,,Ontario,51,12,30,N,51.20833333,90,12,30,W,-90.20833333,700802
YPE,"Peace River, Canada: Peace River Airport","Peace River, Canada",,Canada,916,1/1/50,,Alberta,56,13,40,N,56.22777777,117,26,25,W,-117.4402778,690300
YPA,"Prince Albert, Canada: Prince Albert Airport","Prince Albert, Canada",,Canada,921,1/1/50,,Saskatchewan,53,13,0,N,53.21666666,105,41,0,W,-105.6833333,728300
YOX,"Rea Point, Canada: Rea Point Airport","Rea Point, Canada",,Canada,931,7/1/81,3/1/99,Northwest Territories,75,21,51,N,75.36416666,105,43,35,W,-105.7263889,751905
YOX,"Rea Point, Canada: Rea Point Airport","Rea Point, Canada",,Canada,934,4/1/99,9/1/99,Nunavut Territory,75,21,51,N,75.36416666,105,43,35,W,-105.7263889,751906
YOW,"Ottawa, Canada: Can   International","Ottawa, Canada",,Canada,936,1/1/50,,Ontario,45,19,15,N,45.32083333,75,40,22,W,-75.67277777,669000
YOR,"Yoro, Honduras: Yoro Airport","Yoro, Honduras",,Honduras,131,1/1/50,5/1/03,Honduras,15,10,0,N,15.16666666,87,14,0,W,-87.23333333,993300
YOP,"Rainbow Lake, Canada: Rainbow Lake Airport","Rainbow Lake, Canada",,Canada,916,12/1/97,,Alberta,58,29,26,N,58.49055555,119,24,11,W,-119.4030556,747401
YOO,"Oshawa, Canada: Oshawa Airport","Oshawa, Canada",,Canada,936,12/1/85,,Ontario,43,55,22,N,43.92277777,78,53,42,W,-78.89499999,666870
YOL,"Yola, Nigeria: Yola Airport","Yola, Nigeria",,Nigeria,555,1/1/50,,Nigeria,9,15,58,N,9.26611111,12,25,56,E,12.43222222,991000
YOJ,"High Level, Canada: High Level","High Level, Canada",,Canada,916,12/1/74,,Alberta,58,37,6,N,58.61833333,117,10,6,W,-117.1683333,363700
YOG,"Ogoki, Canada: Ogoki Airport","Ogoki, Canada",,Canada,936,12/1/88,,Ontario,51,38,0,N,51.63333333,85,57,0,W,-85.95,656800
YOD,"Cold Lake, Canada: Cold Lake Airport","Cold Lake, Canada",,Canada,916,6/1/03,,Alberta,54,24,18,N,54.405,110,16,46,W,-110.2794444,203250
YOD,"Cold Lake, Canada: Cold Lake","Cold Lake, Canada",,Canada,916,9/1/84,5/31/03,Alberta,54,27,0,N,54.45,110,10,0,W,-110.1666667,203250
YOC,"Old Crow, Canada: Old Crow Airport","Old Crow, Canada",,Canada,911,1/2/50,,Canada,67,34,14,N,67.57055555,139,50,21,W,-139.8391667,395050
YNY,"Yangyang, South Korea: Yangyang International","Yangyang, South Korea",,South Korea,778,10/1/04,,South Korea,38,3,41,N,38.06138888,128,40,9,E,128.6691667,988350
YNT,"Yantai, China: Laishan","Yantai, China",,China,713,12/1/97,,China,37,33,0,N,37.55,121,20,0,E,121.3333333,988650
YNM,"Matagami, Canada: Matagami","Matagami, Canada",,Canada,941,12/1/74,,Quebec,49,45,0,N,49.75,77,48,0,W,-77.8,558000
YNL,"Points North Landing, Canada: Points North Landing Airport","Points North Landing, Canada",,Canada,921,12/1/91,,Saskatchewan,58,16,30,N,58.27499999,104,4,52,W,-104.0811111,709000
YNK,"Nootka Sound, Canada: Nootka Island","Nootka Sound, Canada",,Canada,906,12/1/89,,British Columbia,49,45,0,N,49.75,126,45,0,W,-126.75,644601
YNJ,"Yanji, China: Yanji Airport","Yanji, China",,China,713,4/1/04,,,42,52,54,N,42.88166666,129,26,54,E,129.4483333,988400
YNH,"Hudson Hope, Canada: Hudson Hope Airport","Hudson Hope, Canada",,Canada,906,1/1/50,,British Columbia,56,2,15,N,56.03749999,121,58,30,W,-121.975,373800
YNG,"Youngstown, OH: Youngstown Municipal","Youngstown, OH",Ohio,United States of America,44,1/1/50,,Ohio,41,15,22,N,41.25611111,80,40,11,W,-80.66972222,993600
YNE,"Norway House, Canada: Norway House Airport","Norway House, Canada",,Canada,926,1/1/50,,Manitoba,53,57,15,N,53.95416666,97,50,45,W,-97.84583333,648000
YND,"Yandina, Solomon Islands: Yandina Airport","Yandina, Solomon Islands",,Solomon Islands,874,1/1/50,5/30/86,Solomon Isl.,9,5,10,S,-9.08611111,159,13,8,E,159.2188889,988300
YND,"Ottawa, Canada: Gatineau","Ottawa, Canada",,Canada,936,6/1/86,,,45,27,0,N,45.45,75,40,0,W,-75.66666666,312100
YNB,"Yanbu, Saudi Arabia: Yanbu Airport","Yanbu, Saudi Arabia",,Saudi Arabia,670,12/1/81,,Saudi Arabia,24,8,30,N,24.14166666,38,4,0,E,38.06666666,988200
YNA,"Natashquan, Canada: Natashquan Airport","Natashquan, Canada",,Canada,941,1/1/50,,Quebec,50,11,0,N,50.18333333,61,48,0,W,-61.8,629400
YMX,"Montreal, Canada: Mirabel International","Montreal, Canada",,Canada,941,3/1/76,,Quebec,45,40,47,N,45.67972222,74,2,19,W,-74.03861111,581301
YMV,"Manicouagan, Canada: Manicouagan Airport","Manicouagan, Canada",,Canada,941,1/1/50,,Canada,50,39,20,N,50.65555555,68,49,48,W,-68.82999999,542400
YMT,"Chibougamau, Canada: Chibougamau Airport","Chibougamau, Canada",,Canada,941,1/1/50,,Quebec,49,57,1,N,49.95027777,74,19,0,W,-74.31666666,184909
YMS,"Yurimaguas, Peru: Yurimaguas Airport","Yurimaguas, Peru",,Peru,368,1/1/50,,Peru,5,54,0,S,-5.9,76,6,0,W,-76.1,994800
YMQ,"Montreal, Canada: (Metropolitan Area)","Montreal, Canada",,Canada,941,12/1/91,,Quebec,45,33,18,N,45.555,73,44,2,W,-73.73388888,594610
YMP,"Port Mcneil, Canada: Port Mcneil Airport","Port Mcneil, Canada",,Canada,906,12/1/86,,British Columbia,50,34,57,N,50.58249999,127,1,28,W,-127.0244444,718250
YMO,"Moosonee, Canada: Moosonee Airport","Moosonee, Canada",,Canada,936,3/1/76,,Ontario,51,17,28,N,51.29111111,80,36,15,W,-80.60416666,595800
YMM,"Fort Mcmurray, Canada: Fort Mcmurray Airport","Fort Mcmurray, Canada",,Canada,916,1/1/50,,Alberta,56,39,10,N,56.65277777,111,13,14,W,-111.2205556,294900
YML,"Murray Bay, Canada: Charlevoix","Murray Bay, Canada",,Canada,941,1/1/50,,Quebec,47,35,50,N,47.59722222,70,13,30,W,-70.22499999,614000
YMH,"Mary's Harbour, Canada: Marys Harbour","Mary's Harbour, Canada",,Canada,961,9/1/86,,Newfoundland and Labrador,52,18,10,N,52.30277777,55,50,50,W,-55.84722222,555550
YME,"Matane, Canada: Matane Airport","Matane, Canada",,Canada,941,1/1/50,,Quebec,48,51,16,N,48.85444444,67,27,35,W,-67.45972222,558500
YMB,"Merritt, Canada: Merritt Airport","Merritt, Canada",,Canada,906,3/1/97,,British Columbia,50,7,19,N,50.12194444,120,44,51,W,-120.7475,574570
YMA,"Mayo, Canada: Mayo Airport","Mayo, Canada",,Canada,911,1/1/50,,Yukon Territory,63,36,59,N,63.61638888,135,52,25,W,-135.8736111,562500
YLW,"Kelowna, Canada: Kelowna Airport","Kelowna, Canada",,Canada,906,1/1/50,,British Columbia,49,57,55,N,49.96527777,119,22,40,W,-119.3777778,436400
YLT,"Alert, Canada: Alert","Alert, Canada",,Canada,934,1/1/07,,"Alert,nunavut",82,31,4,N,82.51777777,62,16,50,W,-62.28055555,17750
YLR,"Leaf Rapids, Canada: Leaf Rapids Airport","Leaf Rapids, Canada",,Canada,926,1/1/50,,Manitoba,56,30,49,N,56.51361111,99,59,7,W,-99.98527777,491950
YLQ,"La Tuque, Canada: La Tuque Airport","La Tuque, Canada",,Canada,941,1/1/50,,Quebec,47,24,30,N,47.40833333,72,47,30,W,-72.79166666,489400
YLP,"Mingan, Canada: Mingan Airport","Mingan, Canada",,Canada,941,6/1/88,,Quebec,50,17,24,N,50.28999999,64,9,20,W,-64.15555555,579510
YLP,"Mingan, Canada: Mingan Airport","Mingan, Canada",,Canada,941,1/1/50,1/31/03,Quebec,50,17,0,N,50.28333333,64,9,0,W,-64.15,579500
YLL,"Lloydminister, Canada: Lloydminister Airport","Lloydminister, Canada",,Canada,916,9/1/83,,Alberta,53,18,23,N,53.30638888,110,4,43,W,-110.0786111,508200
YLH,"Lansdowne House, Canada: Lansdowne House Airport","Lansdowne House, Canada",,Canada,936,12/1/97,,Ontario,52,11,45,N,52.19583333,87,55,48,W,-87.92999999,483940
YLD,"Chapleau, Canada: Chapleau Airport","Chapleau, Canada",,Canada,936,6/1/77,,Ontario,47,49,10,N,47.81944444,83,21,10,W,-83.35277777,178600
YLC,"Kimmirut/Lake Harbour, Canada: Lake Harbour","Kimmirut/Lake Harbour, Canada",,Canada,934,6/1/99,,Nunavut Territory,62,51,0,N,62.85,69,53,0,W,-69.88333333,446800
YKZ,"Toronto, Canada: Buttonville","Toronto, Canada",,Canada,936,9/1/80,,Ontario,43,51,42,N,43.86166666,79,22,13,W,-79.37027777,143500
YKX,"Kirkland Lake, Canada: Kirkland Lake","Kirkland Lake, Canada",,Canada,936,12/1/74,,Ontario,48,12,45,N,48.2125,79,59,5,W,-79.98472222,450000
YKU,"Fort George, Canada: Ft. George","Fort George, Canada",,Canada,941,12/1/74,,Quebec,53,49,16,N,53.82111111,79,0,18,W,-79.005,292700
YKS,"Yakutsk, Russia (European): Yakutsk International","Yakutsk, Russia (European)",,Russia (European),475,9/1/07,,Russia,62,5,36,N,62.09333333,129,46,14,E,129.7705556,987291
YKN,"Yankton, SD: Chan Gurney Municipal","Yankton, SD",South Dakota,United States of America,67,1/1/50,,South Dakota,42,55,1,N,42.91694444,97,23,11,W,-97.38638888,988600
YKM,"Yakima, WA: Yakima Air Terminal","Yakima, WA",Washington,United States of America,93,1/1/50,,Washington,46,34,1,N,46.56694444,120,32,16,W,-120.5377778,986900
YKL,"Schefferville, Canada: Schefferville Airport","Schefferville, Canada",,Canada,941,1/1/50,,Quebec,54,48,15,N,54.80416666,66,48,25,W,-66.80694444,824600
YKJ,"Key Lake, Canada: Key Lake Airport","Key Lake, Canada",,Canada,921,12/1/01,,,57,15,26,N,57.25722222,105,36,54,W,-105.615,440500
YKG,"Kangirsuk, Canada: Kangirsuk Airport","Kangirsuk, Canada",,Canada,941,6/1/99,,Quebec,60,1,38,N,60.02722222,69,59,57,W,-69.99916666,425570
